OID_,bld_name_e,bld_name_c,bld_address,bld_ac_type,bld_year,bld_passenger,bld_service,bld_starting_oper,bld_opr_hrs,bld_start_opr_weekend,bld_opr_hrs_weekend,x,y,ELABEL,retail,parking,office,hotel,food,ghi,wind10m,td_cdd,LULCM,ndvi,ndbi,BH,podium,area,highrise,area_1,Dist_mtr,bld_eui,bld_eui2,log10_eui,Lighting,AirConditi,Escalator,Lift,Electrical,FoC_v,Date_FOC,retro,Storey,Basement,Unit,PM,OCor,MAC,OCom
1682,Hang Cheong Centre,恆昌中心,"138 Bedford Road, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1993,,,,,,,835008,820390,PRINCE EDWARD STATION,510.3875122,151.7375946,92.2352371,0,0,1428.858032,2.298043,2.686155914,1,0.2287973,-0.0353807,27.1049099,1,456,1,299,436.031935,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1683,R & T Centre,納東中心,"81-83 Larch Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1966,,,,,,,834802.9063,820469.375,PRINCE EDWARD STATION,1007.212585,420.6409912,631.2384644,0,144.7725677,1428.858032,2.457176,2.721971327,41,0.0607936,0.0961539,4.4137998,0,,0,,596.6835333,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1684,On Yip Factory Building,安業工廠大廈,"33 Ivy Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1964,,,,,,,834598,820249,OLYMPIC STATION,561.3699951,0,0,70.3039093,1027.993042,1431.415039,2.6526279,2.721971327,1,0.0344569,0.0870105,51.0169029,1,1324,1,872,351.1652581,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1685,Ngai Sheung Factory Buildiing,藝商工廠大廈,"13 Elm Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1963,,,,,,,834799.9063,820203.9688,OLYMPIC STATION,1058.457398,331.1070557,666.9105225,71.0175171,242.1072998,1430.31897,2.457176,2.721971327,41,0.0340293,0.1735891,5.2452188,0,,0,,398.6444628,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1686,Nam Wah Factory Building,南華工業大廈,"40 Larch Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1963,,,,,,,834802.9063,820469.375,PRINCE EDWARD STATION,1007.212585,420.6409912,631.2384644,0,144.7725677,1428.858032,2.457176,2.721971327,41,0.0607936,0.0961539,4.4137998,0,,0,,596.6835333,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1687,Ming Tak Centre,明德中心,"135-137 Tung Chau Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1995,2,0,,,,,834777.9,820617,PRINCE EDWARD STATION,391.2739258,0,0,0,0,1429.588013,2.3777716,2.686155914,21,0.0175829,0.0980469,50.6471672,1,1312,1,488,603.687114,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1688,Kin Luen Factory Building,建聯工業大廈,"89-91 Larch Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1967,,,,,,,834802.9063,820469.375,PRINCE EDWARD STATION,1007.212585,420.6409912,631.2384644,0,144.7725677,1428.858032,2.457176,2.721971327,41,0.0607936,0.0961539,4.4137998,0,,0,,596.6835333,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1689,Island Industrial Building,金堡工業大廈,"81-87 Tung Chau Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1980,,,,,,,834852.8033,820562.7912,PRINCE EDWARD STATION,1020.791077,73.5885086,689.3097534,0,0,1428.858032,2.3777716,2.686155914,41,0.0711721,0.108164,80.3511429,0,,1,236,531.3368366,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1690,Hong Tai Building,康泰大廈,"85 Larch Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1965,,,,,,,834802.9063,820469.375,PRINCE EDWARD STATION,1007.212585,420.6409912,631.2384644,0,144.7725677,1428.858032,2.457176,2.721971327,41,0.0607936,0.0961539,4.4137998,0,,0,,596.6835333,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1691,Hing Yip Centre (TKT),興業中心,"37 Beech Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1994,,,,,,,834876.2188,820283.4688,OLYMPIC STATION,67.1768875,235.7967072,0,0,0,1430.31897,2.457176,2.721971327,41,0.0378926,0.0675405,9.5678282,0,,0,,508.7348725,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1692,Hing Lee Industrial Building,興利工業大永廈,"89 Bedford Road, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1965,,,,,,,835008,820390,PRINCE EDWARD STATION,510.3875122,151.7375946,92.2352371,0,0,1428.858032,2.298043,2.686155914,1,0.2287973,-0.0353807,27.1049099,1,456,1,299,436.031935,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1693,Hang Seng Centre,恆生中心,"95-97 Tung Chau Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1992,,,,,,,834852.8033,820562.7912,PRINCE EDWARD STATION,1020.791077,73.5885086,689.3097534,0,0,1428.858032,2.3777716,2.686155914,41,0.0711721,0.108164,80.3511429,0,,1,236,531.3368366,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1694,Rodeo Centre,君豪工商大廈,"73-79 Larch Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1991,,,,,,,834802.9063,820469.375,PRINCE EDWARD STATION,1007.212585,420.6409912,631.2384644,0,144.7725677,1428.858032,2.457176,2.721971327,41,0.0607936,0.0961539,4.4137998,0,,0,,596.6835333,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1695,Gee Fat Factory Building,志發工廠大廈,"78-80 Fuk Tsun Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1965,,,,,,,834897,820277,OLYMPIC STATION,67.1768875,235.7967072,0,0,0,1430.31897,2.457176,2.721971327,31,0.0332238,0.0130776,14.7873287,1,1284,1,946,518.0660852,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1696,Fung Nin Industrial Building,豐年工業大廈,"7-13 Beech Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1981,,,,,,,834876.2188,820283.4688,OLYMPIC STATION,67.1768875,235.7967072,0,0,0,1430.31897,2.457176,2.721971327,41,0.0378926,0.0675405,9.5678282,0,,0,,508.7348725,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1697,Fuk Tsun Factory Building,福全工廠大廈,"66-68 Fuk Tsun Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1965,,,,,,,834897,820277,OLYMPIC STATION,67.1768875,235.7967072,0,0,0,1430.31897,2.457176,2.721971327,31,0.0332238,0.0130776,14.7873287,1,1284,1,946,518.0660852,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1698,Fuk Cheong Factory Building,福昌工廠大廈,"1 Walnut Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1967,,,,,,,834868.3125,820451.8438,PRINCE EDWARD STATION,691.0390625,368.2963257,525.7492676,0,77.202301,1428.858032,2.457176,2.721971327,41,0.0473167,-0.0002888,4.1590438,0,,0,,538.5343741,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1699,Evernew Commercial Centre,百新商業大廈,"7-9 Ivy Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1991,,,,,,,834839.2188,820249.9063,OLYMPIC STATION,275.1618042,134.9376221,94.4741974,0,40.7721863,1430.31897,2.457176,2.721971327,41,0.2066319,-0.1122642,3.8599999,0,,0,,459.1058124,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1700,Cheung Fat Industrial Building (TKT),長發工業大廈,"64-76 Larch Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1982,,,,,,,834802.9063,820469.375,PRINCE EDWARD STATION,1007.212585,420.6409912,631.2384644,0,144.7725677,1428.858032,2.457176,2.721971327,41,0.0607936,0.0961539,4.4137998,0,,0,,596.6835333,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1701,Cheong Shing Industrial Building,昌盛工業大廈,"96-98 Bedford Road, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1990,,,,,,,835008,820390,PRINCE EDWARD STATION,510.3875122,151.7375946,92.2352371,0,0,1428.858032,2.298043,2.686155914,1,0.2287973,-0.0353807,27.1049099,1,456,1,299,436.031935,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1702,The Cloud,雲之端,"111 Tung Chau Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,2020,2,1,,,,,834852.8033,820562.7912,PRINCE EDWARD STATION,1020.791077,73.5885086,689.3097534,0,0,1428.858032,2.3777716,2.686155914,41,0.0711721,0.108164,80.3511429,0,,1,236,531.3368366,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1703,Mow Shing Centre,茂盛中心,"118 Bedford Road, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1992,,,,,,,835008,820390,PRINCE EDWARD STATION,510.3875122,151.7375946,92.2352371,0,0,1428.858032,2.298043,2.686155914,1,0.2287973,-0.0353807,27.1049099,1,456,1,299,436.031935,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1704,Walnut 9,合桃街9號,"9 Walnut Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,2019,2,0,,,,,834868.3125,820451.8438,PRINCE EDWARD STATION,691.0390625,368.2963257,525.7492676,0,77.202301,1428.858032,2.457176,2.721971327,41,0.0473167,-0.0002888,4.1590438,0,,0,,538.5343741,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1705,71-75 Bedford Road,必發街71-75號,"71-75 Bedford Road, Tai Kok Tsui, Kowloon, Hong Kong",,1957,,,,,,,835008,820390,PRINCE EDWARD STATION,510.3875122,151.7375946,92.2352371,0,0,1428.858032,2.298043,2.686155914,1,0.2287973,-0.0353807,27.1049099,1,456,1,299,436.031935,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1706,Worldwide Centre,國貿中心 (TKT),"123 Tung Chau Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1995,,,,,,,834852.8033,820562.7912,PRINCE EDWARD STATION,1020.791077,73.5885086,689.3097534,0,0,1428.858032,2.3777716,2.686155914,41,0.0711721,0.108164,80.3511429,0,,1,236,531.3368366,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1707,Silicon Tower,科興中心,"82-88 Larch Street, Tai Kok Tsui, Kowloon",Individual Air-Conditioning System,1995,,,,,,,834802.9063,820469.375,PRINCE EDWARD STATION,1007.212585,420.6409912,631.2384644,0,144.7725677,1428.858032,2.457176,2.721971327,41,0.0607936,0.0961539,4.4137998,0,,0,,596.6835333,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1708,Bedford Factory Building,必發工廠大廈,"51 Bedford Road, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1961,,,,,,,835008,820390,PRINCE EDWARD STATION,510.3875122,151.7375946,92.2352371,0,0,1428.858032,2.298043,2.686155914,1,0.2287973,-0.0353807,27.1049099,1,456,1,299,436.031935,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1709,Wah Yuen Factory Building,華源工廠大廈,"15-21 Beech Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1963,,,,,,,834876.2188,820283.4688,OLYMPIC STATION,67.1768875,235.7967072,0,0,0,1430.31897,2.457176,2.721971327,41,0.0378926,0.0675405,9.5678282,0,,0,,508.7348725,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1710,Fuk Sing Factory Building,福星工廠大廈,"2 Walnut Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1966,,,,,,,834868.3125,820451.8438,PRINCE EDWARD STATION,691.0390625,368.2963257,525.7492676,0,77.202301,1428.858032,2.457176,2.721971327,41,0.0473167,-0.0002888,4.1590438,0,,0,,538.5343741,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1711,New Kowloon Plaza,新九龍廣場,"38 Tai Kok Tsui Road, Tai Kok Tsui, Kowloon, Hong Kong",Central Air-Conditioning System,1991,3,1,8,11,8,6,834794.265,820076.5983,OLYMPIC STATION,1616.707764,229.105545,297.1017456,0,1237.953003,1430.31897,2.5930309,2.721971327,11,0.1349703,0.196531,51.811821,1,3349,1,2750,309.075591,384.65,106.85,2.028774527,NO,YES,NO,NO,YES,2018,5/25/2020,retro_after,13,0,0,yes,,,
1712,Skyway House,嘉運大廈,"3 Sham Mong Road, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1998,6,2,,,,,834624,820011,OLYMPIC STATION,0,47.5640297,619.706604,0,180.9836731,1432.51001,2.8955042,2.721971327,11,0.0208976,0.0340357,69.8943024,1,8096,1,3634,137.7569573,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1713,Khora,宏創方,"128 Bedford Road, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,2018,2,1,,,,,835008,820390,PRINCE EDWARD STATION,510.3875122,151.7375946,92.2352371,0,0,1428.858032,2.298043,2.686155914,1,0.2287973,-0.0353807,27.1049099,1,456,1,299,436.031935,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1714,Chevalier Industrial Building,其士工業大廈,"43-45 Beech Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1983,,,,,,,834876.2188,820283.4688,OLYMPIC STATION,67.1768875,235.7967072,0,0,0,1430.31897,2.457176,2.721971327,41,0.0378926,0.0675405,9.5678282,0,,0,,508.7348725,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1715,Sun Hing Steel Furniture Commercial Building,新興鋼具商業大廈,"55 Tong Mi Road, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1987,,,,,,,835150,820210,MONG KOK STATION,961.069519,229.2737427,1456.400757,64.7137375,184.3604431,1429.223023,2.298043,2.686155914,21,0.0285398,0.0256871,51.37257,1,2214,1,345,365.3294619,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1716,Chow Shing Kee Commercial Building,周勝記商業大廈,"25 Tong Mi Road, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1993,,,,,,,835066.8,820578.1,PRINCE EDWARD STATION,697.1311035,0,95.4289398,94.0269852,85.4077454,1428.128052,2.1875997,2.650340502,1,0.0358752,0.0226113,36.3957977,1,702,1,79,316.9217409,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1717,Yip Kwong Industrial Building (TKT),業廣工商大廈,"39-41 Beech Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1983,,,,,,,834876.2188,820283.4688,OLYMPIC STATION,67.1768875,235.7967072,0,0,0,1430.31897,2.457176,2.721971327,41,0.0378926,0.0675405,9.5678282,0,,0,,508.7348725,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1718,100-114 Bedford Road,必發街100-114號,"100-114 Bedford Road, Tai Kok Tsui, Kowloon, Hong Kong",,,,,,,,,835008,820390,PRINCE EDWARD STATION,510.3875122,151.7375946,92.2352371,0,0,1428.858032,2.298043,2.686155914,1,0.2287973,-0.0353807,27.1049099,1,456,1,299,436.031935,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1719,Wing Lee Industrial Building (TKT),永利工業大廈,"33-35 Beech Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1983,,,,,,,834876.2188,820283.4688,OLYMPIC STATION,67.1768875,235.7967072,0,0,0,1430.31897,2.457176,2.721971327,41,0.0378926,0.0675405,9.5678282,0,,0,,508.7348725,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1720,Wing Gar Factory Building,永嘉工廠大廈,"87 Larch Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1966,,,,,,,834802.9063,820469.375,PRINCE EDWARD STATION,1007.212585,420.6409912,631.2384644,0,144.7725677,1428.858032,2.457176,2.721971327,41,0.0607936,0.0961539,4.4137998,0,,0,,596.6835333,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1721,Wang Yip Industrial Building,宏業工業大廈,"50 Anchor Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1989,,,,,,,834989.3,820128.3,MONG KOK STATION,967.5924072,15.9500828,0,272.9360657,234.8952942,1430.31897,2.404165,2.721971327,11,0.0851917,0.0033269,37.1822472,1,108,1,156,500.2461736,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1722,Wai Yick Industrial Building,偉益工業大廈,"99-101 Bedford Road, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1983,,,,,,,835008,820390,PRINCE EDWARD STATION,510.3875122,151.7375946,92.2352371,0,0,1428.858032,2.298043,2.686155914,1,0.2287973,-0.0353807,27.1049099,1,456,1,299,436.031935,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1723,The Bedford,,"93 Bedford Road, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,2014,,,,,,,835008,820390,PRINCE EDWARD STATION,510.3875122,151.7375946,92.2352371,0,0,1428.858032,2.298043,2.686155914,1,0.2287973,-0.0353807,27.1049099,1,456,1,299,436.031935,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1724,Tack Lee Building,德利大廈,"107-111 Tung Chau Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1982,,,,,,,834852.8033,820562.7912,PRINCE EDWARD STATION,1020.791077,73.5885086,689.3097534,0,0,1428.858032,2.3777716,2.686155914,41,0.0711721,0.108164,80.3511429,0,,1,236,531.3368366,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1725,Style Factory Building,新型工業大廈,"9 Elm Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1965,,,,,,,834799.9063,820203.9688,OLYMPIC STATION,1058.457398,331.1070557,666.9105225,71.0175171,242.1072998,1430.31897,2.457176,2.721971327,41,0.0340293,0.1735891,5.2452188,0,,0,,398.6444628,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1726,Splendid Centre,德讚中心,"94-108 Larch Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1990,1,3,,,,,834802.9063,820469.375,PRINCE EDWARD STATION,1007.212585,420.6409912,631.2384644,0,144.7725677,1428.858032,2.457176,2.721971327,41,0.0607936,0.0961539,4.4137998,0,,0,,596.6835333,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1727,Solo,,"83 Bedford Road, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,2011,,,,,,,835008,820390,PRINCE EDWARD STATION,510.3875122,151.7375946,92.2352371,0,0,1428.858032,2.298043,2.686155914,1,0.2287973,-0.0353807,27.1049099,1,456,1,299,436.031935,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1728,Shui Yee Factory Building,逐意工廠大廈,"15 Ash Street, Tai Kok Tsui, Kowloon, Hong Kong",Individual Air-Conditioning System,1967,,,,,,,835012.25,820160.0938,MONG KOK STATION,1031.912964,31.3652973,0,209.4886932,209.6850891,1430.31897,2.404165,2.721971327,41,0.027562,0.0411141,3.8399999,0,,0,,482.6859757,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1729,Fook Shing Industrial Building,福成工業大廈,"1A Yuk Yat Street, To Kwa Wan, Kowloon, Hong Kong",Individual Air-Conditioning System,1974,1,3,,,,,837300.5,819513.6,HUNG HOM STATION,468.2790527,0,61.8393402,0,306.8690796,1418.265991,2.7921324,2.757786739,41,0.0737191,0.0918161,11.539691,0,,0,,1393.987553,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1730,Kapok Industrial Building,紅棉工業大廈,"373 To Kwa Wan Road, To Kwa Wan, Kowloon, Hong Kong",,1966,,,,,,,837745.3349,819846.8588,HUNG HOM STATION,992.4177246,78.0781021,525.8618774,0,880.4960938,1423.379028,2.7628527,2.686155914,1,0.04848,-0.031198,45.7244682,1,1677,1,411,1889.257066,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1731,On Lok Factory Building,安樂工廠大廈,"95-97 Ha Heung Road, To Kwa Wan, Kowloon, Hong Kong",,1965,,,,,,,837497.1,819695.8,HUNG HOM STATION,435.6589355,157.888504,148.7020874,0,212.9524384,1424.839966,2.5939014,2.757786739,11,0.0521739,0.0159525,84.18367,1,588,1,376,1639.45809,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1732,Merit Industrial Centre Block B,美華工業大廈B座,"94 To Kwa Wan Road, To Kwa Wan, Kowloon, Hong Kong",Individual Air-Conditioning System,1986,,,,,,,837745.3349,819846.8588,HUNG HOM STATION,992.4177246,78.0781021,525.8618774,0,880.4960938,1423.379028,2.7628527,2.686155914,1,0.04848,-0.031198,45.7244682,1,1677,1,411,1889.257066,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1733,Freder Centre,飛達工商業中心,"68 Sung Wong Toi Road, To Kwa Wan, Kowloon, Hong Kong",Individual Air-Conditioning System,1979,,,,,,,837559.2,820570.4,LOK FU STATION,293.0640869,124.4332199,247.1765289,187.7738953,327.5951233,1420.457031,2.1444583,2.650340502,11,0.0456693,0.0201944,34.2465057,1,1438,1,129,1557.848603,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1734,New Lee Wah Centre,新利華中心,"88 Tokwawan Road, To Kwa Wan, Kowloon, Hong Kong",Central Air-Conditioning System,1997,,,,,,,837745.3349,819846.8588,HUNG HOM STATION,992.4177246,78.0781021,525.8618774,0,880.4960938,1423.379028,2.7628527,2.686155914,1,0.04848,-0.031198,45.7244682,1,1677,1,411,1889.257066,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1735,Newport Centre Phase 2,新寶工商中心第二期,"116 Ma Tau Wai Road, To Kwa Wan, Kowloon, Hong Kong",Individual Air-Conditioning System,1981,,,,,,,837347.1,818963,HUNG HOM STATION,317.8574524,94.398941,169.1282654,0,844.8297729,1419.362061,2.944468,2.686155914,1,0.004643,0.1224378,87.5835953,1,599,1,317,930.7835337,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1736,Newport Centre Phase 1,新寶工商中心第一期,"116 Ma Tau Wai Road, To Kwa Wan, Kowloon, Hong Kong",Individual Air-Conditioning System,1979,,,,,,,837347.1,818963,HUNG HOM STATION,317.8574524,94.398941,169.1282654,0,844.8297729,1419.362061,2.944468,2.686155914,1,0.004643,0.1224378,87.5835953,1,599,1,317,930.7835337,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1737,Brill Plaza,環凱廣場,"84 To Kwa Wan Road, To Kwa Wan, Kowloon, Hong Kong",Individual Air-Conditioning System,,2,3,,,,,837745.3349,819846.8588,HUNG HOM STATION,992.4177246,78.0781021,525.8618774,0,880.4960938,1423.379028,2.7628527,2.686155914,1,0.04848,-0.031198,45.7244682,1,1677,1,411,1889.257066,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1738,Merit Industrial Centre Block A,美華工業大廈A座,"94 To Kwa Wan Road, To Kwa Wan, Kowloon, Hong Kong",Individual Air-Conditioning System,1986,,,,,,,837745.3349,819846.8588,HUNG HOM STATION,992.4177246,78.0781021,525.8618774,0,880.4960938,1423.379028,2.7628527,2.686155914,1,0.04848,-0.031198,45.7244682,1,1677,1,411,1889.257066,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1739,Acro Industrial Building,王高工業大廈,"19 Yuk Yat Street, To Kwa Wan, Kowloon, Hong Kong",Individual Air-Conditioning System,1978,,,,,,,837760.8217,819666.8059,HUNG HOM STATION,440.0758057,24.7171001,1118.13916,0,54.750576,1424.109985,2.7628527,2.721971327,1,0.0455741,0.0191095,154.4942169,1,8370,1,411,1744.701901,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1740,Gee Luen Chang Industrial Building,志聯昌工業大廈,"11 Yuk Yat Street,To Kwa Wan, Kowloon",Individual Air-Conditioning System,1972,2,0,,,,,837760.8217,819666.8059,HUNG HOM STATION,440.0758057,24.7171001,1118.13916,0,54.750576,1424.109985,2.7628527,2.721971327,1,0.0455741,0.0191095,154.4942169,1,8370,1,411,1744.701901,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1741,Gee Chang Industrial Building,志昌工業大廈,"108 Lok Shan Road, To Kwa Wan, Kowloon, Hong Kong",Individual Air-Conditioning System,1969,,,,,,,837588,819668,HUNG HOM STATION,937.401001,45.2326088,338.2400818,2.2387319,840.2252197,1424.839966,2.7628527,2.757786739,1,0.0472182,0.0175892,50.6848907,1,1107,1,1011,1656.091789,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1742,Shun Wai Industrial Building,順煒工業大廈,"15 Yuk Yat Street,To Kwa Wan, Kowloon",Individual Air-Conditioning System,1974,,,,,,,837760.8217,819666.8059,HUNG HOM STATION,440.0758057,24.7171001,1118.13916,0,54.750576,1424.109985,2.7628527,2.721971327,1,0.0455741,0.0191095,154.4942169,1,8370,1,411,1744.701901,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1743,Sui Ying Industrial Building,瑞英工業大廈,"1 Yuk Yat Street,To Kwa Wan, Kowloon",Individual Air-Conditioning System,1969,,,,,,,837760.8217,819666.8059,HUNG HOM STATION,440.0758057,24.7171001,1118.13916,0,54.750576,1424.109985,2.7628527,2.721971327,1,0.0455741,0.0191095,154.4942169,1,8370,1,411,1744.701901,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1744,Tai Chiap Factory Building,泰捷工業大廈,"17 Yuk Yat Street,To Kwa Wan, Kowloon",Individual Air-Conditioning System,1974,,,,,,,837760.8217,819666.8059,HUNG HOM STATION,440.0758057,24.7171001,1118.13916,0,54.750576,1424.109985,2.7628527,2.721971327,1,0.0455741,0.0191095,154.4942169,1,8370,1,411,1744.701901,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1745,United Daily News Centre,聯合報大廈,"21 Yuk Yat Street,To Kwa Wan, Kowloon, Hong Kong",Central Air-Conditioning System,1995,2,1,8,11,8,5,837760.8217,819666.8059,HUNG HOM STATION,440.0758057,24.7171001,1118.13916,0,54.750576,1424.109985,2.7628527,2.721971327,1,0.0455741,0.0191095,154.4942169,1,8370,1,411,1744.701901,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1746,Lucky Building,幸福大廈,"3-5 San Ma Tau Street, To Kwa Wan, Kowloon, Hong Kong",Individual Air-Conditioning System,1964,,,,,,,837853.4375,819962.0313,HUNG HOM STATION,191.5140228,0,0,0,197.5158691,1423.379028,2.5989087,2.686155914,41,0.0564653,0.1057688,5.2670174,0,,0,,2043.533122,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1747,Man Shun Industrial Building,文信工業大廈,"20 Chi Kiang Street, To Kwa Wan, Kowloon, Hong Kong",Individual Air-Conditioning System,1973,,,,,,,837722,819401,HUNG HOM STATION,0,0,0,0,0,1421.187988,3.5444968,2.757786739,31,0.1615349,0.0168407,16.8683109,0,,1,2876,1506.455763,,,,NO,NO,NO,NO,NO,,,,,,,,,,
1748,Luen Ming Hing Factory Building,聯明興工業大廈,"36 Mok Cheong Street, To Kwa Wan, Kowloon, Hong Kong",Individual Air-Conditioning System,1969,,,,,,,837887.7192,820328.1653,LOK FU STATION,149.6819153,7.031208,155.4220428,0,25.3975906,1420.822022,2.2265606,2.650340502,21,0.1225086,0.0440347,14.6926508,1,7880,1,958,1867.232904,,,,NO,NO,NO,NO,NO,,,,,,,,,,
