OID_,bld_name_e,bld_name_c,bld_address,bld_ac_type,bld_year,bld_passenger,bld_service,bld_starting_oper,bld_opr_hrs,bld_start_opr_weekend,bld_opr_hrs_weekend,x,y,ELABEL,retail,parking,office,hotel,food,ghi,wind10m,td_cdd,LULCM,ndvi,ndbi,BH,podium,area,highrise,area_1,Dist_mtr,bld_eui,bld_eui2,log10_eui,Lighting,AirConditi,Escalator,Lift,Electrical,FoC_v,Date_FOC,retro,Storey,Basement,Unit,PM,OCor,MAC,OCom
1,One Citygate,東薈城一座,"20 Tat Tung Road, Tung Chung, New Territories, Hong Kong",Central Air-Conditioning System,2000,4,1,8,11,8,6,811954,816812,TUNG CHUNG STATION,6930.981445,163.6389771,359.0087585,0,1545.972046,1410.595947,2.4633908,2.148924732,11,0.0658297,0.0183813,76.463356,1,20757,1,1761,98.95658499,,,,NO,NO,NO,NO,NO,,,,,,,,,,
2,Hong Kong Spinners Industrial Building Phase 1 & 2,香港紗廠工業大廈1及2期,"800 Cheung Sha Wan Rad, Cheung Sha Wan, Kowloon, Hong Kong",Individual Air-Conditioning System,1966,,,,,,,818510,810507,TUNG CHUNG STATION,0,0,0,0,0,1473.784058,2.5199206,2.256370968,61,0.4818907,-0.050936,7.3440485,0,,0,,9007.841263,,,,NO,NO,NO,NO,NO,,,,,,,,,,
3,Yat Fat Building,日發大廈,"44-46 Des Voeux Road Central, Central, Hong Kong",Individual Air-Conditioning System,1967,,,,,,,832221,816498,HKU STATION,412.5098877,93.6783676,79.2928009,20.7061062,197.7656097,1434.337036,4.0661621,2.542894266,1,0.0499069,0.0662983,71.4453583,1,5477,1,572,428.2364693,,,,NO,NO,NO,NO,NO,,,,,,,,,,
4,Wing Lung Bank Building,永隆銀行大廈,"45 Des Voeux Road Central, Central, Hong Kong",Central Air-Conditioning System,1972,3,0,8,11,8,5,832221,816498,HKU STATION,412.5098877,93.6783676,79.2928009,20.7061062,197.7656097,1434.337036,4.0661621,2.542894266,1,0.0499069,0.0662983,71.4453583,1,5477,1,572,428.2364693,,,,NO,NO,NO,NO,NO,,,,,,,,,,
5,Hoi Sing Building,海昇大廈,"128 Second Street, Sai Ying Pun, Hong Kong",,,,,,,,,832409,816360,SAI YING PUN STATION,154.8364105,77.1285248,0,0,625.3200684,1434.337036,3.2888982,2.507078853,1,0.0348903,-0.002453,88.218895,1,725,1,149,340.9623997,,,,NO,NO,NO,NO,NO,,,,,,,,,,
6,Koon Wah Building,冠華大廈,"420-424 Queen's Road West, Sai Ying Pun, Hong Kong",,,,,,,,,832169,816376,HKU STATION,886.2542725,250.8768311,113.7350388,0,426.0014648,1437.259033,4.0661621,2.507078853,1,0.0352008,0.0901961,47.2424011,1,1329,1,1002,297.5022407,,,,NO,NO,NO,NO,NO,,,,,,,,,,
7,Tsui King Court,翠景閣,"18 Water Street, Sai Ying Pun, Hong Kong",,,,,,,,,832384,816290,SAI YING PUN STATION,490.2987976,0,0,0,1630.507568,1434.337036,2.6225641,2.507078853,1,0.0871795,0.038791,110.3713303,1,245,1,165,358.4694743,,,,NO,NO,NO,NO,NO,,,,,,,,,,
8,9 Des Voeux Road West,德輔道西9號,"9 Des Voeux Road West, Sai Ying Pun, Hong Kong",Central Air-Conditioning System,1996,,,9,10,9,4,832277.5293,816488.169,HKU STATION,470.587738,18.7387085,93.5455399,0,1236.077393,1434.337036,4.0661621,2.542894266,41,0.0316742,0.02753,4.1584072,0,,0,,452.2198651,,,,NO,NO,NO,NO,NO,,,,,,,,,,
9,Luen Wai Commercial Building,聯威商業大廈,"93-97 Des Voeux Road West, Sheung Wan, Hong Kong",Individual Air-Conditioning System,,,,,,,,832128.8,816423.3,HKU STATION,980.9956665,75.3121033,84.7542801,0,336.317688,1437.259033,4.0661621,2.507078853,1,-0.0138312,0.0997475,80.3424988,1,2710,1,333,319.1809511,,,,NO,NO,NO,NO,NO,,,,,,,,,,
10,Hong Kong Industrial Building,香港工業大廈,"444-452 Des Voeux Road West, Western District, Hong Kong",,,,,,,,,831793,816460,HKU STATION,990.8291626,114.0000839,173.70961,0,141.7666016,1442.371948,4.653935,2.507078853,21,0.0769005,0.1815016,79.6987381,1,11440,1,1405,388.117575,,,,NO,NO,NO,NO,NO,,,,,,,,,,
11,Kwan Yick Building Phase II,均益大廈二期,"343 Des Voeux Road West, Western District, Hong Kong",Individual Air-Conditioning System,,,,,,,,832279,816503,HKU STATION,911.7264404,19.5851097,238.9912872,86.6017685,272.740448,1434.337036,4.0661621,2.542894266,1,0.0316742,0.02753,9.9947634,1,5477,0,,464.8911481,,,,NO,NO,NO,NO,NO,,,,,,,,,,
12,Luen Wah Mansion,聯華大廈,"518-520 Queen's Road West, Western District, Hong Kong",Individual Air-Conditioning System,,,,,,,,831775,816426,HKU STATION,1123.643921,88.9090881,131.7993774,0,155.4886627,1442.371948,4.653935,2.507078853,1,0.0477299,0.0764495,78.5820999,1,11440,1,227,370.4194558,,,,NO,NO,NO,NO,NO,,,,,,,,,,
13,Kam Wa Building,錦華大廈,"388 Des Voeux Road West, Western District, Hong Kong",Individual Air-Conditioning System,,,,,,,,832187.7,816435.8,HKU STATION,1074.888062,140.5500946,152.3417664,0,874.944397,1437.259033,4.0661621,2.507078853,1,0.0189567,-0.0218688,9.182394,1,1483,0,,357.7967776,,,,NO,NO,NO,NO,NO,,,,,,,,,,
14,Yen Yee Commercial Building,仁誼商業大廈,"322 Des Voeux Road West, Western District, Hong Kong",,,,,,,,,832322,816482,SAI YING PUN STATION,482.7485352,9.7129269,84.401741,0,1423.724487,1434.337036,4.0661621,2.507078853,1,0.0309967,0.1182708,73.4341202,1,297,1,145,462.6868072,,,,NO,NO,NO,NO,NO,,,,,,,,,,
15,Kwong Ga Factory Building,廣基工廠大廈,"64 Victoria Road, Western District, Hong Kong",,1989,,,,,,,831009,815912,KENNEDY TOWN STATION,0,171.5867615,0,0,134.1454926,1437.624023,3.2314663,2.435448029,1,0.1247561,-0.0737372,19.3844967,1,2807,0,,299.0930911,,,,NO,NO,NO,NO,NO,,,,,,,,,,
16,Cheung Fat Industrial Building,長發工業大廈,"7-9 Hill Road, Western District, Hong Kong",,1972,,,,,,,832011,816385,HKU STATION,1318.417114,90.9276733,322.743927,0,881.9154663,1437.259033,4.5090475,2.507078853,21,0.007584,0.1473756,63.6993065,1,998,1,721,253.817852,,,,NO,NO,NO,NO,NO,,,,,,,,,,
17,Hong Kong Plaza,香港商業中心,"188 Connaught Road West, Western District, Hong Kong",Central Air-Conditioning System,1984,12,1,8.5,9.5,8.5,4.5,832042,816477,HKU STATION,1243.164307,175.0349579,7273.230469,94.4758911,1036.590576,1437.259033,4.5090475,2.507078853,11,0.0164119,0.0282644,150.4527283,1,3058,1,1013,348.1534021,,,,NO,NO,NO,NO,NO,,,,,,,,,,
18,Po Fat Building,保發大樓,"1A-C Belcher's Street, Western District, Hong Kong",,,,,,,,,831971,816229,HKU STATION,113.171875,33.2887192,102.722641,0,286.5722961,1429.95398,3.1627157,2.507078853,41,0.1213018,0.0676507,30.2620144,0,,0,,101.6665274,,,,NO,NO,NO,NO,NO,,,,,,,,,,
19,Wah Ming Centre,華明中心,"421 Queen's Road West, Western District, Hong Kong",,,,,,,,,832169,816376,HKU STATION,886.2542725,250.8768311,113.7350388,0,426.0014648,1437.259033,4.0661621,2.507078853,1,0.0352008,0.0901961,47.2424011,1,1329,1,1002,297.5022407,,,,NO,NO,NO,NO,NO,,,,,,,,,,
20,Siu Yee building,兆宜大廈,"590-598 Queen's Road West, Western District, Hong Kong",,,,,,,,,831744,816400,HKU STATION,312.7463379,75.2623367,4.2309155,0,547.0452881,1442.371948,4.653935,2.507078853,41,-0.0765743,0.0453125,23.1900673,1,234,1,107,370.7498011,,,,NO,NO,NO,NO,NO,,,,,,,,,,
21,Lun Fung Court,龍豐閣,"363 Des Voeux Road West, Western District, Hong Kong",,,,,,,,,832093,816457,HKU STATION,1256.733398,205.4256439,5466.557129,55.3290291,877.5084839,1437.259033,4.5090475,2.507078853,1,0.0283401,0.0472795,24.0611744,1,3058,1,290,338.6951172,,,,NO,NO,NO,NO,NO,,,,,,,,,,
22,Yiuga Factory Building,耀基工廠大廈,"62 Victoria Road, Western District, Hong Kong",,,,,,,,,831009,815912,KENNEDY TOWN STATION,0,171.5867615,0,0,134.1454926,1437.624023,3.2314663,2.435448029,1,0.1247561,-0.0737372,19.3844967,1,2807,0,,299.0930911,,,,NO,NO,NO,NO,NO,,,,,,,,,,
23,Kennedy Town Commercial Centre,堅城中心,"23 Belcher's Street, Western District, Hong Kong",Central Air-Conditioning System,1994,2,1,8,11,8,5,831514.95,816118.257,KENNEDY TOWN STATION,720.2034912,43.5591316,110.4712219,0,704.3322754,1436.162964,3.7722988,2.507078853,1,0.0078329,0.0631068,18.3691483,1,7343,0,,364.3450018,,,,NO,NO,NO,NO,NO,,,,,,,,,,
24,Pacific Plaza,太平洋廣場,"418 Des Voeux Road West, Western District, Hong Kong",Central Air-Conditioning System,1992,3,1,9,9,9,4,832021,816412,HKU STATION,1407.497315,91.962883,295.0891724,0,878.7015991,1437.259033,4.5090475,2.507078853,11,0.0056491,0.0802568,91.2911224,1,656,1,636,281.3767553,125.35,34.82,1.541828767,NO,YES,NO,NO,YES,2018,9/23/2021,retro_after,22,1,261,yes,,,
25,Abba Commercial Building,利群商業大廈,"223 Aberdeen Main Road, Aberdeen, Hong Kong",,,,,,,,,833786,812195,ADMIRALTY STATION,2674.44458,118.8171768,1454.873779,0,1534.977417,1474.880005,3.1064808,2.471263441,1,0.0415697,-0.0044901,101.7638397,1,1746,1,277,3636.259675,485.91,134.98,2.130269424,NO,YES,NO,NO,NO,2015,9/13/2017,retro_after,28,0,168,yes,yes,,
26,Hing Wai Ice & Cold Storage,興偉冰廠凍房,"9 Tin Wan Praya Road, Aberdeen, Hong Kong",Central Air-Conditioning System,1991,6,3,,,,,833111,812189,CENTRAL STATION,281.6315002,80.5165405,1433.846802,0,343.1013184,1475.244995,4.8533645,2.328001792,21,0.1056953,0.1338436,119.8865738,1,6562,1,2588,3923.117931,,,,NO,NO,NO,NO,NO,,,,,,,,,,
27,Kingsun Computer Industrial Building,金山電腦大廈,"40 Shek Pai Wan Road, Aberdeen, Hong Kong",Individual Air-Conditioning System,1981,,,,,,,833238.3276,812295.5198,ADMIRALTY STATION,156.551651,90.4829941,239.2613373,0,69.5982742,1475.244995,2.6713684,2.399632617,21,0.1253025,-0.0231023,11.0312719,0,,0,,3778.265747,,,,NO,NO,NO,NO,NO,,,,,,,,,,
28,Parkview House,百匯行,"120-122 Aberdeen Main Road, Aberdeen, Hong Kong",,,,,,,,,834114,812086,ADMIRALTY STATION,179.911026,0,187.7784729,0,263.396637,1475.609985,2.947607,2.435448029,11,0.0702563,0.0119169,45.5145836,1,354,1,100,3637.078054,,,,NO,NO,NO,NO,NO,,,,,,,,,,
29,Hing Wai Centre,興偉中心,"7 Tin Wan Praya Road, Aberdeen, Hong Kong",,1991,,,,,,,833111,812189,CENTRAL STATION,281.6315002,80.5165405,1433.846802,0,343.1013184,1475.244995,4.8533645,2.328001792,21,0.1056953,0.1338436,119.8865738,1,6562,1,2588,3923.117931,718.21,199.5,2.2999429,NO,YES,NO,NO,NO,2012 (rev.1),4/23/2016,retro_after,23,0,46,yes,,,
30,Horizon Plaza,新海怡廣場,"2 Lee Wing Street, Ap Lei Chau, Hong Kong",,,,,,,,,833777,811154,ADMIRALTY STATION,8540.916992,85.1163635,2214.646729,0,484.8515015,1472.322998,5.0118804,2.29218638,11,0.0706401,0.0296843,115.6155548,1,10504,1,2439,4625.88411,,,,NO,NO,NO,NO,NO,,,,,,,,,,
31,Shing Dao Industrial Building,城都工業大廈,"232 Aberdeen Main Road, Aberdeen, Hong Kong",,,,,,,,,833813,812283,ADMIRALTY STATION,476.4586487,153.4624786,3114.886719,0,545.2296143,1474.880005,3.1064808,2.471263441,21,0.0212222,-0.0463715,75.948967,1,1381,1,1169,3544.431017,,,,NO,NO,NO,NO,NO,,,,,,,,,,
32,Blue Box Factory Building,大生工業大廈,"25 Hing Wo Street, Aberdeen, Hong Kong",Individual Air-Conditioning System,,,,,,,,833307,812384,ADMIRALTY STATION,429.1730957,0,550.2147217,55.4577675,828.6156616,1455.885986,2.6713684,2.399632617,31,0.3875217,-0.1744169,24.9806709,1,1044,0,,3667.535095,,,,NO,NO,NO,NO,NO,,,,,,,,,,
33,Oceanic Industrial Centre,海灣工貿中心,"2 Lee Lok Street, Ap Lei Chau, Hong Kong",,1993,,,,,,,833879.1147,810923.7236,ADMIRALTY STATION,608.3084717,53.1439819,870.4017944,0,266.8493042,1493.871948,3.3298974,2.29218638,21,0.0650138,0.0505285,95.772934,1,4274,1,2995,4820.563985,,,,NO,NO,NO,NO,NO,,,,,,,,,,
34,Goodview Centre,裕景中心,"12 Wu Pak Street, Aberdeen, Hong Kong",,,,,,,,,834029,812147,ADMIRALTY STATION,971.2375488,0,152.7228394,0,1454.064819,1475.609985,2.947607,2.435448029,1,0.0545136,-0.0173293,26.1648827,1,1261,1,115,3602.391075,,,,NO,NO,NO,NO,NO,,,,,,,,,,
35,Wing Fat Commercial Building,永發商業大廈,"216-218Aberdeen Main Road, Aberdeen, Hong Kong",,,,,,,,,833952.8544,812344.676,ADMIRALTY STATION,844.4486694,0,498.7958984,0,219.1338348,1474.880005,2.3899462,2.507078853,11,0.073185,-0.0313135,66.5013885,1,1192,1,220,3438.302164,,,,NO,NO,NO,NO,NO,,,,,,,,,,
36,Fullagar Industrial Building,富嘉工業大廈,"234 Aberdeen Main Road, Aberdeen, Hong Kong",Individual Air-Conditioning System,,,,,,,,833794,812236,ADMIRALTY STATION,613.013855,12.4330645,3853.108887,0,1170.101685,1474.880005,3.1064808,2.471263441,21,0.0391696,0.016769,86.9040298,1,1284,1,884,3595.119474,,,,NO,NO,NO,NO,NO,,,,,,,,,,
37,Aberdeen Industrial Building,香港仔工業大廈,"236 Aberdeen Main Road, Aberdeen, Hong Kong",,1981,,,,,,,833744,812213,ADMIRALTY STATION,269.8486328,0,2175.263428,0,660.0653687,1476.339966,3.1064808,2.471263441,21,0.076232,0.0524576,88.082016,1,1284,1,288,3634.770212,,,,NO,NO,NO,NO,NO,,,,,,,,,,
38,Sun Ying Industrial Centre,新英工業中心,"9 Tin Wan Close, Aberdeen, Hong Kong",,1988,,,,,,,833396.5824,812375.0239,ADMIRALTY STATION,496.741333,0,2002.676514,0,1057.897095,1455.885986,2.6713684,2.399632617,21,0.1298145,0.1231664,102.0199966,1,1695,1,1180,3632.836125,,,,NO,NO,NO,NO,NO,,,,,,,,,,
39,Onshine Commercial Building,朗盈商業大廈,"10 Tung Sing Road, Aberdeen, Hong Kong",,,,,,,,,834043.5,812290.5,ADMIRALTY STATION,90.7700958,0,69.2771988,0,0,1475.609985,2.3899462,2.507078853,41,0.0432235,0.0471368,4.2933764,0,,0,,3461.079827,,,,NO,NO,NO,NO,NO,,,,,,,,,,
40,Chartered Bank Building,渣打銀行大廈,"198-200 Aberdeen Main Road, Aberdeen, Hong Kong",,1963,,,,,,,834005,812323,ADMIRALTY STATION,854.1741333,0,706.4093628,0,361.783905,1474.880005,2.3899462,2.507078853,1,0.0760514,0.0360463,94.4559402,1,1192,1,214,3442.01942,,,,NO,NO,NO,NO,NO,,,,,,,,,,
41,Yue Fai Commercial Centre,裕輝商業中心,"208 Aberdeen Main Road, Aberdeen, Hong Kong",Individual Air-Conditioning System,1997,2,0,,,,,833996,812333,ADMIRALTY STATION,987.9021606,0,715.5696411,0,348.6315308,1474.880005,2.3899462,2.507078853,11,0.11413,0.0125803,98.5616608,1,1192,1,175,3435.376775,,,,NO,NO,NO,NO,NO,,,,,,,,,,
42,Grand Marine Center,大洋中心,"3 Yue Fung Street, Aberdeen, Hong Kong",Individual Air-Conditioning System,1986,,,,,,,833269.05,812308.4,ADMIRALTY STATION,152.722641,91.6247406,224.2986908,0,62.3682823,1474.880005,2.6713684,2.399632617,41,0.1727424,0.0899095,7.8786864,0,,0,,3752.053983,,,,NO,NO,NO,NO,NO,,,,,,,,,,
43,Wayland House,匯賢大廈,"55-61 Shek Pai Wan Road, Aberdeen, Hong Kong",Central Air-Conditioning System,,,,,,,,833295,812303,ADMIRALTY STATION,93.6921768,0,189.2821198,0,0,1474.880005,2.6713684,2.399632617,1,0.0485187,0.0538551,51.0094986,1,485,1,131,3744.287054,,,,NO,NO,NO,NO,NO,,,,,,,,,,
44,DCH Motor Service Building,大昌行汽車服務大廈,"111 Lee Nam Road, Aberdeen, Hong Kong",Individual Air-Conditioning System,,,,,,,,833712.3,811102.7,ADMIRALTY STATION,0,0,0,0,0,1486.932983,5.0118804,2.29218638,54,0.0222137,-0.0212614,9.0591993,1,74,1,104,4693.651133,,,,NO,NO,NO,NO,NO,,,,,,,,,,
45,Harbour Industrial Centre,港灣工貿中心,"10 Lee Hing Street, Ap Lei Chau, Hong Kong",Individual Air-Conditioning System,,,,,,,,833847,811030,ADMIRALTY STATION,184.5828552,62.2745209,409.0762024,0,598.1416626,1472.322998,3.3298974,2.29218638,21,0.079279,0.1258022,106.3194962,1,3555,1,2322,4726.082283,,,,NO,NO,NO,NO,NO,,,,,,,,,,
46,Admiralty Centre Tower 2,海富中心二座,"18 Harcourt Road, Admiralty, Hong Kong",Central Air-Conditioning System,1980,8,1,8,10,8,5,835052,815628,ADMIRALTY STATION,1679.713501,0,3303.776611,0,1771.35791,1402.194946,2.4870532,2.578709678,11,0.0371389,-0.0011951,124.86129,1,4211,0,,51.63099876,,,,NO,NO,NO,NO,NO,,,,,,,,,,
47,Admiralty Centre Tower 1,海富中心一座,"18 Harcourt Road, Admiralty, Hong Kong",Central Air-Conditioning System,1980,12,1,8,10,8,5,835052,815628,ADMIRALTY STATION,1679.713501,0,3303.776611,0,1771.35791,1402.194946,2.4870532,2.578709678,11,0.0371389,-0.0011951,124.86129,1,4211,0,,51.63099876,,,,NO,NO,NO,NO,NO,,,,,,,,,,
48,United Centre,統一中心,"95 Queensway, Admiralty, Hong Kong",Central Air-Conditioning System,1981,15,1,7.5,12,7.5,6,835071,815501,ADMIRALTY STATION,1443.101563,0,154.9390259,0,191.989624,1402.194946,2.4870532,2.578709678,11,0.0426975,0.1322806,140.3921814,0,,1,1807,90.89425413,,,,NO,NO,NO,NO,NO,,,,,,,,,,
49,Far East Finance Centre,遠東金融中心,"16 Harcourt Road, Admiralty, Hong Kong",Central Air-Conditioning System,1983,10,1,8,11,8,6,834949.3,815678,ADMIRALTY STATION,279.8697205,89.9676437,830.2303467,0,1317.676392,1406.578003,2.4870532,2.578709678,11,0.0044032,0.1247391,174.3583374,1,2533,1,887,163.5279424,401.93,111.65,2.047858727,NO,YES,NO,NO,NO,2018,10/30/2020,retro_after,48,2,110,yes,,,
50,Lippo Centre Tower 1,力寶中心一座,"89 Queensway, Admiralty, Hong Kong",Central Air-Conditioning System,1987,12,1,8,11,8,6,834880.2616,815653.3925,ADMIRALTY STATION,712.4249268,95.4859238,8963.802734,0,644.532959,1406.578003,2.1537433,2.542894266,11,0.0483006,0.0261159,8.7385712,0,,0,,216.4925593,,,,NO,NO,NO,NO,NO,,,,,,,,,,
51,Lippo Centre Tower 2,力寶中心二座,"89 Queensway, Admiralty, Hong Kong",Central Air-Conditioning System,1987,12,1,8,10,8,5,834880.2616,815653.3925,ADMIRALTY STATION,712.4249268,95.4859238,8963.802734,0,644.532959,1406.578003,2.1537433,2.542894266,11,0.0483006,0.0261159,8.7385712,0,,0,,216.4925593,,,,NO,NO,NO,NO,NO,,,,,,,,,,
52,One Pacific Place,太古廣場一座,"88 Queensway, Admiralty, Hong Kong",Central Air-Conditioning System,1988,20,2,8,11,8,6,835183.9,815413.2,ADMIRALTY STATION,2184.567627,0.1090301,469.1680908,347.9317322,1780.737061,1402.194946,1.5328889,2.578709678,11,0.0788066,0.0162967,164.5055695,1,14966,1,1221,201.7819117,318.2,88.39,1.946403134,NO,YES,NO,YES,NO,2018,9/27/2021,retro_after,46,0,73,yes,,,
53,Two Pacific Place,太古廣場二座,"88 Queensway, Admiralty, Hong Kong",Central Air-Conditioning System,1990,19,2,8,11,8,6,835183.9,815413.2,ADMIRALTY STATION,2184.567627,0.1090301,469.1680908,347.9317322,1780.737061,1402.194946,1.5328889,2.578709678,11,0.0788066,0.0162967,164.5055695,1,14966,1,1221,201.7819117,,,,NO,NO,NO,NO,NO,,,,,,,,,,
54,Citic Tower,中信大廈,"1 Tim Mei Avenue, Admiralty, Hong Kong",Central Air-Conditioning System,1997,13,1,8,11,8,6,835263,815752,ADMIRALTY STATION,95.0806808,87.7867279,1045.731934,0,1377.368897,1414.248047,3.0097959,2.650340502,11,0.0252232,-0.0295784,121.2689514,1,5346,1,1960,238.647171,,,,NO,NO,NO,NO,NO,,,,,,,,,,
55,Aura on Pennington,渣甸街60-66號,"60-66 Jardine's Bazaar, Causeway Bay, Hong Kong",Individual Air-Conditioning System,,,,,,,,837206,815593,CAUSEWAY BAY STATION,1432.989136,0,1161.518555,0,2234.071045,1404.385986,3.3629959,2.686155914,11,0.002,0.0514358,94.3328552,1,519,1,233,312.6120395,,,,NO,NO,NO,NO,NO,,,,,,,,,,
56,Kam Cheung Building,錦祥樓,"470 Hennessy Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,,,,,,,,836822,815683.3,CAUSEWAY BAY STATION,2213.965088,0,524.5977173,78.3526154,1557.123901,1400.003052,3.204277,2.686155914,11,0.0166497,0.0868497,19.8132248,1,1609,1,311,87.04676646,,,,NO,NO,NO,NO,NO,,,,,,,,,,
57,Po Foo Building,寶富大廈,"84-94 Percival Street, Causeway Bay, Hong Kong",Individual Air-Conditioning System,,,,,,,,836912,815528,CAUSEWAY BAY STATION,1515.802002,0,181.7472687,59.5487328,2057.874268,1402.925049,3.204277,2.686155914,1,0.0433023,0.0535976,22.7310753,1,143,1,70,161.9592327,,,,NO,NO,NO,NO,NO,,,,,,,,,,
58,Dragon Rise,登龍閣,"9-11 Pennington Street, Causeway Bay, Hong Kong",Individual Air-Conditioning System,,,,,,,,837200.6,815557.6,CAUSEWAY BAY STATION,2324.432861,60.5150833,479.8018494,0,1828.421997,1404.385986,3.3629959,2.686155914,1,-0.0140629,0.1628311,75.4404678,1,297,1,129,320.4079439,,,,NO,NO,NO,NO,NO,,,,,,,,,,
59,Oliv,霎東街15-21號,"15-21 Sharp Street East, Causeway Bay, Hong Kong",Individual Air-Conditioning System,,,,,,,,836779.2,815429.2,CAUSEWAY BAY STATION,1978.213013,0,1507.158569,273.0967407,3633.098633,1406.942993,2.6904621,2.650340502,11,0.015931,-0.128645,109.0284424,1,531,1,527,291.1588227,,,,NO,NO,NO,NO,NO,,,,,,,,,,
60,Soundwill Plaza II Midtown,金朝陽中心二期,"1-29 Tang Lung Street, Causeway Bay, Hong Kong",Individual Air-Conditioning System,,,,,,,,836790.8,815568.2,CAUSEWAY BAY STATION,2778.456787,0,311.6001892,90.9533768,3038.335205,1406.942993,3.204277,2.686155914,11,0.0108452,0.0142232,115.8246689,1,867,1,532,169.5293246,,,,NO,NO,NO,NO,NO,,,,,,,,,,
61,Empire Court,蟾宮大廈,"2-4 Hysan Avenue, Causeway Bay, Hong Kong",Individual Air-Conditioning System,,,,,,,,837033,815447,CAUSEWAY BAY STATION,803.465271,70.8560791,94.2949524,0,461.1978455,1402.925049,3.2353866,2.686155914,1,0.053033,0.2060978,61.1551628,1,485,1,600,272.8385527,,,,NO,NO,NO,NO,NO,,,,,,,,,,
62,25 Tung Lo Wan Road,銅鑼灣道25號,"25 Tung Lo Wan Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,,,,,,,,837479,815547,TIN HAU STATION,1019.170837,51.9895859,191.4439545,232.1570129,1628.526001,1400.734009,1.5035841,2.721971327,11,0.0667061,-0.0081074,80.012207,1,559,1,72,549.4674752,,,,NO,NO,NO,NO,NO,,,,,,,,,,
63,Macau Yat Yuen Centre,澳門逸園中心,"525 Hennessy Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,,2,0,,,,,836976,815717,CAUSEWAY BAY STATION,12149.5918,70.8448181,1208.949219,0,4119.526856,1404.020996,3.204277,2.686155914,11,-0.0184379,-0.0026945,89.4876404,1,7081,1,150,72.45380081,,,,NO,NO,NO,NO,NO,,,,,,,,,,
64,Nam Hing Fong,南慶坊,"39 Yiu Wa Street, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1999,2,0,,,,,836741,815391,CAUSEWAY BAY STATION,1166.157349,0,125.3318024,0,1264.919922,1407.307983,2.5736854,2.650340502,1,0.0150267,0.03989,75.7249756,0,,1,71,342.8009776,,,,NO,NO,NO,NO,NO,,,,,,,,,,
65,L' HART,駱克駅,"487-489 Lockhart Road, Wan Chai, Hong Kong",Central Air-Conditioning System,,,,,,,,836148.5291,815511.0722,WAN CHAI STATION,1431.983154,144.5365143,72.5539703,0,1491.289917,1411.69104,2.2591228,2.650340502,41,0.0128764,0.0426908,3.8083713,0,,0,,313.9891478,,,,NO,NO,NO,NO,NO,,,,,,,,,,
66,22 Yee Wo Street,怡和街22號,"22 Yee Wo Street, Causeway Bay, Hong Kong",Central Air-Conditioning System,1993,,,8,16,,,837125.8,815655.3,CAUSEWAY BAY STATION,1920.457031,0,1091.525513,0,2595.427246,1404.385986,3.3629959,2.686155914,1,0.0155979,0.0652976,81.5271912,1,884,1,250,219.7512785,,,,NO,NO,NO,NO,NO,,,,,,,,,,
67,Lee Theatre Plaza,利舞臺廣場,"99 Percival Street, Causeway Bay, Hong Kong",Central Air-Conditioning System,,,,10,12,,,836914,815504,CAUSEWAY BAY STATION,1614.489868,0,169.6126404,87.3495483,2265.384033,1402.925049,3.204277,2.686155914,11,0.0012124,0.0264565,110.5136566,1,1472,1,1187,186.0003673,503,139.72,2.145258577,NO,YES,YES,NO,YES,2018,1/31/2020,retro_after,22,0,25,yes,,,
68,Continental Diamond Plaza,恆和鑽石大廈,"527 Hennessy Road, Causeway Bay, Hong Kong",Individual Air-Conditioning System,,,,,,,,836684.1345,815620.4207,CAUSEWAY BAY STATION,879.0805054,81.719696,582.9969482,0,471.4672241,1406.942993,2.6142955,2.686155914,11,0.0268558,0.0141085,72.9306488,1,1860,1,163,235.1661777,,,,NO,NO,NO,NO,NO,,,,,,,,,,
69,Golden Bloom Centre,金利隆中心,"25-27 Jardine's Bazaar, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1984,2,0,,,,,837088,815644,CAUSEWAY BAY STATION,1041.755859,0,1091.942383,0,1219.916626,1402.925049,3.3629959,2.686155914,11,0.0128149,0.0667752,75.4243851,1,1592,1,119,184.9975401,,,,NO,NO,NO,NO,NO,,,,,,,,,,
70,18-20 Pak Sha Road,白沙道18-20號,"18-20 Pak Sha Road, Causeway Bay, Hong Kong",Central Air-Conditioning System,1955,,,,,,,837038,815578,CAUSEWAY BAY STATION,1609.625244,0,58.5506592,92.9305878,1331.342651,1402.925049,3.3629959,2.686155914,1,-0.0331453,-0.0112322,27.6910915,1,1307,1,98,170.9442302,,,,NO,NO,NO,NO,NO,,,,,,,,,,
71,Causeway Bay Commercial Building,銅鑼灣商業大廈,"3 Sugar Street, Causeway Bay, Hong Kong",Individual Air-Conditioning System,1975,3,0,,,,,837255.5,815678.2,CAUSEWAY BAY STATION,13894.38672,80.6457672,4700.566406,308.6033325,2565.467773,1404.385986,3.3629959,2.721971327,11,0.019486,0.0854971,49.5236816,1,1232,1,586,346.9041876,,,,NO,NO,NO,NO,NO,,,,,,,,,,
