full_addr_,full_addr1,bld_eui,bld_eui2,log10_eui,Lighting,AirConditi,Escalator,Lift,Electrical,FoC_v,Date_FOC,retro,Storey,Basement,Unit,PM,OCor,MAC,OCom
"Godfrey Centre, 175-185 Lai Chi Kok Rd, Mong Kok, Kowloon","嘉福中心, 九龍旺角荔枝角道175-185號",2121.88,589.41,2.7704175,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,189,yes,yes,,
"GOLDEN ERA PLAZA, 39-55 SAI YEE STREET, Mong Kok, Kowloon","金雞廣場, 九龍旺角洗衣街39-55號",1007.68,279.91,2.447018414,NO,NO,NO,NO,NO,NONE,NONE,NONE,26,0,208,yes,,,
"Golden League Building, 76-82A Castle Peak Rd, Sham Shui Po, Kowloon","金盟大廈, 九龍深水埗青山道76-82A號",263.4,73.17,1.864333055,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,171,yes,yes,,
"Golden Name Commercial Building, 400 Portland Street, Mong Kok, Kowloon","鴻曙商業大廈, 九龍旺角砵蘭街400號",129.03,35.84,1.554368001,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,13,yes,yes,,
"Goldview Court, 20C South Wall Rd, Kowloon City, Kowloon","金慧閣, 九龍九龍城城南道20C號",28.23,7.84,0.894316063,NO,NO,NO,NO,NO,NONE,NONE,NONE,7,1,71,yes,yes,,
"Good Hope Building, 5-19 Sai Yeung Choi St S, Mong Kok, Kowloon","好望角大廈, 九龍旺角西洋菜南街5-19號",24.35,6.76,0.829946696,NO,YES,NO,NO,NO,2015,3/30/2017,retro_after,23,0,189,,yes,,
"Grand Central Plaza, 138 Shatin Rural Committee Road, Sha Tin, New Territories","新城市中央廣場, 新界沙田沙田鄉事會路138號",410.91,114.14,2.057437868,NO,YES,YES,YES,YES,2018,6/10/2021,retro_after,19,3,363,yes,,,
"Grand Metro, 123 Prince Edward Road West","都匯, 太子道西123號",579,160.83,2.206367062,NO,NO,NO,NO,NO,NONE,NONE,NONE,30,0,60,yes,,,
"Grandtech Centre, 8 ON PING STREET, Sha Tin, New Territories","偉達中心, 新界沙田安平街8號",115.5,32.08,1.50623436,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,300,yes,,,
"Hamley House, 776-778 Nathan Rd, Mong Kok, Kowloon","恆利商業大廈, 九龍旺角彌敦道776-778號",116.35,32.32,1.509471352,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,1,54,,yes,,
"Hang Seng Mongkok Building, 677 Nathan Road, Mong Kok, Kowloon","恆生旺角大廈, 九龍旺角彌敦道677號",392.37,108.99,2.037386653,NO,YES,NO,NO,NO,2012 (rev.1),2/5/2015,retro_after,21,0,105,yes,,,
"Hilton Plaza, 3-9 Central Street, Sha Tin, New Territories","希爾頓中心, 新界沙田正街3-9號",241.42,67.06,1.826463549,NO,YES,NO,NO,YES,2015,11/5/2018,retro_after,29,0,232,yes,yes,,
"Hong King Building, 86 Tseuk Luk Street, San Po Kong, Kowloon","康景樓, 九龍新蒲崗爵祿街86號",30.59,8.5,0.929418926,NO,NO,NO,NO,NO,2012,11/24/2014,retro_before,22,0,150,,yes,,
"Hong Kong Productivity Council Building, 78 Tat Chee Avenue","香港生產力促進局大樓, 達之路78號",1193.84,331.62,2.520640715,NO,YES,NO,NO,NO,2015,8/14/2019,retro_after,8,2,0,,,,
"Honland Building, 108-118 Prince Edward Rd W, Mong Kok, Kowloon","康齡大廈, 九龍旺角太子道西108-118號",57,15.83,1.199480915,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,98,yes,yes,,
"Hop Ying Commercial Centre, 755 NATHAN ROAD","合盈商業中心, 彌敦道755號",130.06,36.13,1.557867962,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,16,,yes,,
"HSBC Building Mong Kok, 673 Nathan Road, Mong Kok, Kowloon","旺角匯豐大廈, 九龍旺角彌敦道673號",1006,279.44,2.446288573,NO,NO,NO,NO,NO,NONE,NONE,NONE,0,0,0,yes,,,
"HSBC Centre Podium, Tower 2 & Tower 3, 1 Sham Mong Road, Tai Kok Tsui, Kowloon","滙豐中心平臺二座和三座, 九龍大角咀深旺道1號",893.7,248.25,2.394889257,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,1,yes,,,
"HUA CHIAO COMMERCIAL CENTRE, 678 NATHAN ROAD","華僑商業中心, 彌敦道678號",141.32,39.26,1.593950295,NO,NO,NO,NO,NO,NONE,NONE,NONE,20,0,54,yes,yes,,
"Hung Yip House, 340-342 Portland St, Mong Kok, Kowloon","鴻業大樓, 九龍旺角砵蘭街340-342號",67.01,18.61,1.269746373,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,26,,yes,,
"I Do Centre, 749A Nathan Rd, Mong Kok, Kowloon","愛都婚紗中心, 九龍旺角彌敦道749A號",224.91,62.48,1.795741021,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,15,yes,,,
"InnoCentre, 72 Tat Chee Avenue, Kowloon Tong, Kowloon","創新中心, 九龍九龍塘達之路72號",290,80.56,1.906119458,NO,YES,NO,NO,YES,2012,12/10/2012,retro_before,0,0,0,yes,,,
"ISLAND CENTRE, 470 RECLAMATION STREET, Mong Kok, Kowloon","海島中心, 九龍旺角新填地街470號",82.48,22.91,1.360025089,NO,NO,NO,NO,NO,NONE,NONE,NONE,27,0,101,yes,yes,,
"J C G Building, 16 Mong Kok Rd, Mong Kok, Kowloon","日本信用大廈, 九龍旺角旺角道16號",155.27,43.13,1.634779458,NO,NO,NO,NO,NO,NONE,NONE,NONE,18,0,36,yes,,,
"Jubilee Square, 2-18 Lok King Street, Fo Tan, New Territories","銀禧薈, 新界火炭樂景街2-18號",398.27,110.63,2.043872912,NO,YES,NO,NO,YES,2012,3/13/2013,retro_before,8,0,51,yes,,,
"June Garden Shopping Arcade, 28 Tung Chau Street, Tai Kok Tsui, Kowloon","頌賢花園商場, 九龍大角咀通州街28號",418.31,116.2,2.065206128,NO,YES,NO,NO,YES,2015,4/27/2018,retro_after,15,0,120,yes,yes,,
"Ka Wai Court, 50-52 Pau Chung Street, To Kwa Wan, Kowloon","嘉威閣, 九龍土瓜灣炮仗街50-52號",61.66,17.13,1.233757363,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,22,yes,yes,,
"Kam Fai Commercial Building, 31-35 Sa Po Rd, To Kwa Wan, Kowloon","錦輝商業大廈, 九龍土瓜灣沙浦道31-35號",395,109.72,2.040285799,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,36,yes,yes,,
"Kam Moon Building, 70-72 Nga Tsin Wai Rd, To Kwa Wan, Kowloon","金滿樓, 九龍土瓜灣衙前圍道70-72號",44.61,12.39,1.093071306,NO,NO,NO,NO,NO,NONE,NONE,NONE,5,0,18,,yes,,
"Kam Wah Mansion, 226-242 Cheung Sha Wan Rd, Sham Shui Po, Kowloon","金華大廈, 九龍深水埗長沙灣道226-242號",809.43,224.84,2.351873577,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,106,yes,yes,,
"Kam Yuck Building, 2 Wai Chi Lane, Sham Shui Po, Kowloon","金玉大廈, 九龍深水埗偉智里2號",214,59.44,1.774078801,NO,NO,NO,NO,NO,NONE,NONE,NONE,10,1,20,yes,yes,,
"King Wah Centre, 628 NATHAN ROAD","瓊華中心, 彌敦道628號",1048.59,291.28,2.464310666,NO,NO,NO,NO,NO,NONE,NONE,NONE,17,0,17,yes,,,
"Kingsford Terrace, 8 King Tung Street, Wong Tai Sin, Kowloon","嘉峰臺, 九龍黃大仙瓊東街8號",9.83,2.73,0.436162647,NO,NO,NO,NO,NO,NONE,NONE,NONE,36,0,360,yes,,,yes
"Kowloon Bay International Trade & Exhibition Centre, 1 Trademart Drive, Kowloon Bay, Kowloon","九龍灣國際展貿中心, 九龍九龍灣展貿徑1號",384.57,106.83,2.028693228,NO,YES,YES,YES,YES,2018,7/15/2020,retro_after,18,0,563,yes,,,
"Kwok Cheung Building, 635-637 Shanghai St, Mong Kok, Kowloon","國祥大廈, 九龍旺角上海街635-637號",84.48,23.47,1.37051309,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,28,,yes,,
"Le Billionnaire, 46 Sa Po Road, Kowloon City, Kowloon","豪門, 九龍九龍城沙埔道46號",82.53,22.93,1.360404055,NO,NO,NO,NO,NO,NONE,NONE,NONE,45,0,306,,,,yes
"Lee May Building, 788-790 Nathan Rd, Mong Kok, Kowloon","利美大廈, 九龍旺角彌敦道788-790號",109.71,30.48,1.484014963,NO,NO,NO,YES,NO,2012 (rev.1),7/23/2016,retro_after,15,1,28,yes,yes,,
"Lucky House (Building), 142-144B Pau Chung Street KIL 4243 RP, Kowloon City, Kowloon","立基大廈, 九龍九龍城炮仗街142-144B號",484.19,134.5,2.128722284,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,124,yes,yes,,
"Lucky Plaza, 1-15 Wang Pok Street, Sha Tin, New Territories","好運中心, 新界沙田橫壆街1-15號",282.35,78.43,1.894482215,NO,NO,NO,NO,NO,NONE,NONE,NONE,2,1,200,yes,,,
"Lung Poon Court Commercial Centre and Lung Poon Court Carpark B, 8 Lung Poon Street, Wong Tai Sin, Kowloon","龍蟠苑商場及龍蟠苑停車場B, 九龍黃大仙龍蟠街8號",117.81,32.73,1.514946005,NO,NO,NO,NO,NO,NONE,NONE,NONE,2,1,14,yes,,,
"Macpherson Place, 38 Nelson Street, Mong Kok, Kowloon","麥花臣匯, 九龍旺角奶路臣街38號",634.54,176.26,2.246153766,NO,NO,NO,NO,NO,2012 (rev.1),9/9/2016,retro_after,23,0,314,yes,,,yes
"Maison Rose, 270 Cheung Sha Wan Road, Cheung Sha Wan, Kowloon","御滙, 九龍長沙灣長沙灣道270號",42.93,11.93,1.076640444,NO,NO,NO,NO,NO,NONE,NONE,NONE,24,0,99,,yes,,
"Man Woo Building, 227-229 Sai Yeung Choi St N, Sham Shui Po, Kowloon","萬和大廈, 九龍深水埗西洋菜北街227-229號",97.87,27.19,1.434409208,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,38,yes,yes,,
"Mayfair Centre (Mansion), 6 Ash Street, Tai Kok Tsui, Kowloon","麗華中心, 九龍大角咀槐樹街6號",345.55,95.99,1.982225992,NO,NO,NO,NO,NO,2012 (rev.1),7/15/2015,retro_after,3,0,34,yes,yes,,
"Mert Commercial Building, 292-0 Lai Chi Kok Road NKIL 409 RPKowloon","紀華商業大廈, 九龍荔枝角道292-0號",176,48.89,1.689220037,NO,NO,NO,NO,NO,NONE,NONE,NONE,8,0,8,,yes,,
"Metro City Plaza II, 8 Yan King Road, Tseung Kwan O, New Territories","新都城中心二期, 新界將軍澳欣景路8號",989,274.72,2.438890278,NO,YES,YES,NO,YES,2018,3/23/2020,retro_after,4,0,221,yes,,,yes
"Michaelson House, 38-40 Sai Yeung Choi St S, Mong Kok, Kowloon","萬高商業大廈, 九龍旺角西洋菜南街38-40號",71.38,19.83,1.297322714,NO,NO,NO,NO,NO,NONE,NONE,NONE,9,0,14,,,,
"Midland Financial Building, 33 Argyle Street, Mong Kok, Kowloon","美聯金融大廈, 九龍旺角亞皆老街33號",128.16,35.6,1.551449998,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,84,yes,,,
"Mongkok Commercial Centre, 16-16B Argyle St, Mong Kok, Kowloon","旺角商業大廈, 九龍旺角亞皆老街16-16B號",66.05,18.35,1.263636069,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,78,yes,yes,,
"Mongkok Harbour Centre, 638 SHANGHAI STREET","旺角海景中心, 上海街638號",116.88,32.47,1.511482289,NO,NO,NO,NO,NO,NONE,NONE,NONE,28,0,73,yes,,,yes
"Nan Fung Commercial Centre, 19 LAM LOK STREET, Kowloon Bay, Kowloon","南豐商業中心, 九龍九龍灣臨樂街19號",220.67,61.3,1.787460475,NO,NO,NO,NO,NO,NONE,NONE,NONE,18,0,360,yes,yes,,
"Nan Shun Building, 86 Nga Tsin Wai Rd, To Kwa Wan, Kowloon","南信樓, 九龍土瓜灣衙前圍道86號",682.05,189.46,2.277517533,NO,NO,NO,NO,NO,NONE,NONE,NONE,5,0,9,,,,
"New Capital Computer Plaza, 85-95 Un Chau Street, Sham Shui Po, Kowloon","新高登電腦廣場, 九龍深水埗元州街85-95號",871.61,242.11,2.384012728,NO,NO,NO,NO,NO,NONE,NONE,NONE,3,1,160,yes,yes,,yes
"New Kowloon Plaza (Office Tower), 38 Tai Kok Tsui Road, Tai Kok Tsui, Kowloon","新九龍廣場(寫字樓), 九龍大角咀大角咀道38號",384.65,106.85,2.028774527,NO,YES,NO,NO,YES,2018,5/25/2020,retro_after,13,0,0,yes,,,
"New Town Plaza Phase I, 18 Shatin Centre Street, Sha Tin, New Territories","新城市廣場第一期, 新界沙田沙田正街18號",667.25,185.35,2.26799259,NO,YES,NO,NO,YES,2015,10/26/2018,retro_after,8,2,273,yes,,,
"New Town Plaza Phase III, 2-8 Shatin Centre Street, Sha Tin, New Territories","新城市廣場三期, 新界沙田沙田正街2-8號",507.34,140.93,2.149003452,NO,NO,NO,NO,NO,NONE,NONE,NONE,3,2,101,yes,,,
"New Trend Centre, 704 Prince Edward Road East, San Po Kong, Kowloon","新時代工貿商業中心, 九龍新蒲崗太子道東704號",668.2,185.61,2.268601371,NO,YES,NO,NO,NO,2018,10/15/2019,retro_after,31,0,335,yes,,,
"Ngai Wong Commercial Building, 11-13 Mong Kok Rd, Mong Kok, Kowloon","藝旺商業大廈, 九龍旺角旺角道11-13號",77.99,21.66,1.335658452,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,23,yes,yes,,
"No.660 Nathan Road Building, 660 Nathan Road, Mong Kok, Kowloon",九龍旺角彌敦道660號,115.08,31.97,1.504742636,NO,NO,NO,NO,NO,NONE,NONE,NONE,5,0,5,,,,
"No.8 Clear Water Bay Road, 8 Clear Water Bay Road, Choi Hung, Kowloon",九龍彩虹清水灣道8號,553.7,153.81,2.186984572,NO,NO,NO,NO,NO,NONE,NONE,NONE,40,1,316,yes,,,yes
"Office Plus @ Prince Edward, 794-802 Nathan Road, Mong Kok, Kowloon","協成行太子中心, 九龍旺角彌敦道794-802號",372.91,103.59,2.015317833,NO,YES,NO,NO,YES,2015,6/18/2019,retro_after,13,0,120,yes,,,
"On Hong Ning Commercial Building, 792 Nathan Rd, Mong Kok, Kowloon","安康寧商業大廈, 九龍旺角彌敦道792號",135.08,37.52,1.57426283,NO,NO,NO,YES,NO,2018,2/17/2021,retro_after,14,0,14,,,,
"One Kowloon, 1 Wang Yuen Street, Kowloon Bay, Kowloon","一號九龍, 九龍九龍灣宏遠街1號",452.1,125.58,2.098920479,NO,YES,NO,NO,YES,2018,5/29/2021,retro_after,40,0,38,yes,,,
"One Mongkok Road Commercial Centre, 1 Mong Kok Road, Mong Kok, Kowloon","旺角道壹號商業中心, 九龍旺角旺角道1號",300,83.33,1.920801382,NO,YES,NO,NO,NO,2015,5/25/2019,retro_after,23,1,23,yes,,,
"Oriental House, 24-26 Argyle Street KIL 1567 SBKowloon","東方大廈, 九龍亞皆老街24-26號",90,25,1.397940009,NO,NO,NO,NO,NO,NONE,NONE,NONE,9,0,18,,,,
"Pearl House, 368-374 Prince Edward Rd W, To Kwa Wan, Kowloon","龍珠樓, 九龍土瓜灣太子道西368-374號",565.74,157.15,2.196314385,NO,NO,NO,NO,NO,NONE,NONE,NONE,6,0,139,yes,yes,,
"Pei Ho Building, 115 Fuk Wa St, Sham Shui Po, Kowloon","北河大廈, 九龍深水埗福華街115號",48.11,13.36,1.125806458,NO,NO,YES,YES,NO,2012,1/11/2016,retro_after,13,0,74,yes,yes,,
"Plaza Hollywood, 3 Lung Poon Street, Diamond Hill, Kowloon","荷里活廣場, 九龍鑽石山龍蟠街3號",835.21,232,2.365487985,NO,YES,YES,YES,YES,2018,10/25/2019,retro_after,4,0,210,yes,,,yes
"Po Lam Market, 18 Po Lam Road North, Tseung Kwan O, New Territories","寶林街市, 新界將軍澳寶林北路18號",50.73,14.09,1.148910993,NO,NO,NO,NO,NO,NONE,NONE,NONE,3,0,127,yes,,,
"Po Yip Building, 19 Maple St, Sham Shui Po, Kowloon","布業大廈, 九龍深水埗楓樹街19號",69.18,19.22,1.283753383,NO,NO,NO,NO,NO,NONE,NONE,NONE,11,0,48,,yes,,
"Prince Centre, 70 TAI PO ROAD","太子中心, 大埔道70號",40.77,11.33,1.05422991,NO,NO,NO,NO,NO,NONE,NONE,NONE,3,0,22,yes,yes,,
"Prince Commercial Building, 150-152 Prince Edward Rd W, Mong Kok, Kowloon","太子商業大廈, 九龍旺角太子道西150-152號",51.03,14.18,1.151676231,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,49,yes,yes,,
"Prince Edward-The Lamma City, 761 Nathan Road, Mong Kok, Kowloon","太子-藍馬之城, 九龍旺角太子彌敦道761號",128.5,35.69,1.552546548,NO,NO,NO,NO,NO,NONE,NONE,NONE,20,0,20,yes,,,
"Prosperity Building, 59A-61C Tung Choi St, Mong Kok, Kowloon","德發大廈, 九龍旺角通菜街59A-61C號",309.23,85.9,1.933993164,NO,NO,NO,NO,NO,NONE,NONE,NONE,26,0,180,yes,yes,,
"Prosperity Commercial Building, 786 NATHAN ROAD, Mong Kok, Kowloon","中興商業大廈, 九龍旺角彌敦道786號",107.26,29.79,1.474070503,NO,NO,NO,NO,NO,NONE,NONE,NONE,23,0,30,yes,,,
"Richmond Commercial Building & Plaza, 109-111 Argyle Street, Mong Kok, Kowloon","皆旺商業大廈及商場, 九龍旺角亞皆老街109-111號",410,113.89,2.056485593,NO,NO,NO,NO,NO,NONE,NONE,NONE,24,0,184,yes,yes,,
"Right Time Building, 21-27 Playing Field Rd, Mong Kok, Kowloon","運泰大廈, 九龍旺角運動場道21-27號",48.86,13.57,1.132579848,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,61,,yes,,
"Rondall Building, 168-178 Tai Po Road, Sham Shui Po, Kowloon","南都大廈, 九龍深水埗大埔道168-178號",120.73,33.54,1.525563058,NO,YES,NO,NO,YES,2012,9/23/2014,retro_before,13,0,99,,yes,,
"San Po Kong Plaza, 33 SHUNG LING STREET, San Po Kong, Kowloon","新蒲崗廣場, 九龍新蒲崗崇齡街33號",548.6,152.39,2.182956469,NO,NO,NO,NO,NO,NONE,NONE,NONE,4,2,170,yes,yes,,
"Sang Fat Mansion, 41 Bute St, Mong Kok, Kowloon","生發大廈, 九龍旺角弼街41號",115.35,32.04,1.505692507,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,22,yes,yes,,
"Sha Tin Fun City, 7 Lek Yuen St, Sha Tin, New Territories","沙田娛樂城, 新界沙田瀝源街7號",385.67,107.13,2.029911105,NO,NO,NO,NO,NO,NONE,NONE,NONE,5,1,10,yes,yes,,
"Shatin Galleria, 18-24 Shan Mei Street, Sha Tin, New Territories","沙田商業中心, 新界沙田山尾街18-24號",136.37,37.88,1.57840997,NO,YES,NO,YES,YES,2018,2/1/2021,retro_after,21,0,286,yes,,,
"Shatin Park Stage 1, 8-12 Sha Kok Street, Sha Tin, New Territories","花園城第1期, 新界沙田沙角街8-12號",21.11,5.86,0.767897616,NO,NO,NO,NO,NO,NONE,NONE,NONE,2,0,17,yes,yes,,
"Shatin Park Stage 2, 1-3 Kong Pui Street, Sha Tin, New Territories","花園城第二期, 新界沙田崗背街1-3號",53.38,14.83,1.171141151,NO,NO,NO,NO,NO,NONE,NONE,NONE,1,0,4,yes,yes,,
"Shatin Plaza Shopping Arcade, 21-27 Sha Tin Centre Street, Sha Tin, New Territories","沙田廣場購物中心, 新界沙田沙田正街21-27號",1271.52,353.2,2.548020695,NO,YES,NO,NO,NO,2018,2/11/2021,retro_after,2,0,97,yes,,,yes
"Shiu Fung Mansion, 33 Bedford Rd, Tai Kok Tsui, Kowloon","肇豐大廈, 九龍大角咀必發道33號",5.96,1.66,0.220108088,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,112,yes,yes,,
"Shopping Mall of Lever Building, 33 Larch Street, Tai Kok Tsui, Kowloon","麗華大廈(商場), 九龍大角咀洋松街33號",485,134.72,2.129432074,NO,NO,NO,NO,NO,NONE,NONE,NONE,2,0,124,yes,yes,,
"Silver Commercial Building, 719 Nathan Rd, Mong Kok, Kowloon","銀都商業大廈, 九龍旺角彌敦道719號",112.6,31.28,1.495266744,NO,NO,YES,YES,NO,2015,1/18/2019,retro_after,17,0,21,yes,yes,,
"Silver Garden, 95 Po Kong Village Rd, Wong Tai Sin, Kowloon","秀芳花園, 九龍黃大仙蒲崗村道95號",111.44,30.96,1.490800952,NO,NO,NO,YES,NO,2015,1/2/2019,retro_after,41,0,161,yes,yes,,
"Silvercorp International Tower, 707-713 Nathan Road, Mong Kok, Kowloon","銀高國際大廈, 九龍旺角彌敦道707-713號",360.8,100.22,2.000954398,NO,YES,NO,NO,YES,2012,7/29/2015,retro_after,26,1,69,yes,yes,,
"Skyline Tower, 14-18 Tong Mei Road, Mong Kok, Kowloon","嘉禮大廈, 九龍旺角塘尾道14-18號",101.11,28.09,1.448551739,NO,NO,NO,NO,NO,NONE,NONE,NONE,24,0,127,yes,yes,,
"Skyline Tower, 39 Wang Kwong Road, Kowloon Bay, Kowloon","宏天廣場, 九龍九龍灣宏光道39號",269.1,74.75,1.873611197,NO,YES,NO,NO,NO,2018,7/3/2020,retro_after,39,0,363,yes,,,
"Skyway Mansion, 289-295 Portland St, Mong Kok, Kowloon","天成大廈, 九龍旺角砵蘭街289-295號",51.54,14.32,1.155943018,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,30,yes,yes,,
"Stelux House, 698 Prince Edward Road East, San Po Kong, Kowloon","寶光商業中心, 九龍新蒲崗太子道東698號",156.21,43.39,1.63738965,NO,YES,NO,NO,NO,2018,6/11/2020,retro_after,25,3,121,yes,,,
"Sui Sing Building, 202-204 Cheung Sha Wan Rd, Sham Shui Po, Kowloon","瑞星商業大廈, 九龍深水埗長沙灣道202-204號",57.06,15.85,1.200029267,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,27,yes,,,
"Sui Wo Court Carpark A, 13 Sui Wo Road, Sha Tin, New Territories","穗禾苑停車場A, 新界沙田穗禾路13號",54.94,15.26,1.183554534,NO,NO,NO,NO,NO,NONE,NONE,NONE,2,0,70,yes,,,
"Summit Insurance Building, 789 Nathan Rd, Mong Kok, Kowloon","健峰保險大廈, 九龍旺角彌敦道789號",329.7,91.58,1.961800639,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,108,yes,yes,,
"SUN FAI COMMERCIAL CENTRE, 574-580 RECLAMATION STREET, Mong Kok, Kowloon","新輝商業中心, 九龍旺角新填地街574-580號",168.84,46.9,1.671172843,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,74,yes,,,
"Sun Hing Steel Furniture Commercial Building, 55 TONG MI ROAD","新興鋼具商業大廈, 塘尾道55號",292.54,81.26,1.909876818,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,39,yes,yes,,
"Sunbeam Plaza, 1155 CANTON ROAD","日昇廣場, 廣東道1155號",92.57,25.71,1.410102077,NO,NO,NO,NO,NO,NONE,NONE,NONE,21,0,60,yes,,,
"Sunward Commercial Building, 27 FUK WA STREET, Sham Shui Po, Kowloon","朝光商業大廈, 九龍深水埗福華街27號",59.3,16.47,1.216693599,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,14,,yes,,
"Tai Fung House, 48 Shantung St, Mong Kok, Kowloon","泰豐大廈, 九龍旺角山東街48號",125.93,34.98,1.543819805,NO,NO,NO,NO,NO,NONE,NONE,NONE,22,0,74,,yes,,
"Tai Nam Commercial Building, 169-171 Tai Nan St, Sham Shui Po, Kowloon","大南商業大廈, 九龍深水埗大南街169-171號",58.16,16.16,1.208441356,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,29,,yes,,
"Tai Sang Bank Building, 784 Nathan Rd, Mong Kok, Kowloon","大生銀行大廈, 九龍旺角彌敦道784號",203.26,56.46,1.751740874,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,15,yes,,,
"Tai Shing Building Cosmopolitan Estates, 70-86 Ivy St, Tai Kok Tsui, Kowloon","大同新邨大成樓, 九龍大角咀埃華街70-86號",15.14,4.21,0.624282096,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,162,yes,yes,,
"Tak Cheong Commercial Building, 31-35 Shantung St, Mong Kok, Kowloon","德昌商業大廈, 九龍旺角山東街31-35號",143.75,39.93,1.60129931,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,18,yes,,,
"Telford House, 16 Wang Hoi Road, Kowloon Bay, Kowloon","德福大厦, 九龍九龍灣宏開道16號",607,168.61,2.226883328,NO,YES,NO,NO,YES,2012 (rev.1),1/6/2016,retro_after,22,0,264,yes,,,
"The Good Dragon Building, 184-190 Ki Lung Street, Sham Shui Po, Kowloon","龍祥大廈, 九龍深水埗基隆街184-190號",39.17,10.88,1.036628895,NO,NO,NO,NO,NO,NONE,NONE,NONE,10,0,57,,yes,,
"The Palazzo, 28 Lok King Street, Sha Tin, New Territories","御龍山, 新界沙田樂景街28號",9.15,2.54,0.404833717,NO,NO,NO,NO,NO,NONE,NONE,NONE,36,0,171,yes,yes,,
"Tower 1 HSBC Centre, 1 Sham Mong Road, Tai Kok Tsui, Kowloon","匯豐中心一座, 九龍大角咀深旺道1號",848.7,235.75,2.372451701,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,1,yes,,,
"Tropicana Gardens Shopping Arcade, 110 Lung Cheung Road, Wong Tai Sin, Kowloon","豪苑商場, 九龍黃大仙龍翔道110號",82.13,22.81,1.358125285,NO,NO,NO,NO,NO,NONE,NONE,NONE,3,0,26,yes,yes,,
"Two International Finance Centre, 8 Finance Street","國際金融中心國際金融中心二期, 金融街8號",525,145.83,2.163846876,NO,YES,NO,NO,YES,2015,4/29/2019,retro_before,88,0,1,yes,,,
"Union Park Centre, 771-775 Nathan Road, Mong Kok, Kowloon","柏宜中心, 九龍旺角彌敦道771-775號",69.23,19.23,1.283979284,NO,NO,NO,NO,NO,NONE,NONE,NONE,14,0,24,yes,yes,,
"United Chinese Bank Building, 18 Tai Po Rd, Sham Shui Po, Kowloon","中國聯合銀行大廈, 九龍深水埗大埔道18號",65.21,18.11,1.25791845,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,13,,yes,,
"Vista, 188 Fuk Wa Street, Sham Shui Po, Kowloon","海峯, 九龍深水埗褔華街188號",1351.44,375.4,2.574494268,NO,NO,NO,NO,NO,NONE,NONE,NONE,35,0,173,yes,yes,,
"Wah Keung Building, 36 Ha Heung Rd, To Kwa Wan, Kowloon","華強大廈, 九龍土瓜灣下鄉道36號",47.66,13.24,1.121887985,NO,NO,NO,NO,NO,NONE,NONE,NONE,12,0,104,,yes,,
"Wai Fung Plaza, 664 Nathan Rd, Mong Kok, Kowloon","惠豐中心, 九龍旺角彌敦道664號",594.22,165.06,2.217641841,NO,NO,NO,NO,NO,NONE,NONE,NONE,15,0,21,yes,,,
"Wai Ming Comm Building, 757 Nathan Rd, Mong Kok, Kowloon","威明商業大廈, 九龍旺角彌敦道757號",84.73,23.54,1.371806459,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,17,yes,yes,,
"Waitex House, 7-9 Mong Kok Road, Mong Kok, Kowloon","威特商業大廈, 九龍旺角旺角道7-9號",73.03,20.29,1.307282047,NO,NO,NO,NO,NO,NONE,NONE,NONE,13,0,22,yes,yes,,
